ENROLLMENT TERM,SUBJECT AREA,CATLG NBR,GRD OFF,GRD COUNT,ENRL TOT,LONG CRSE TITLE,INSTR NAME
23W,STATS  ,100B    ,F  ,1,42,Introduction to Mathematical Statistics,"CHRISTOU, NICOLAS"
23W,STATS  ,100B    ,I  ,1,42,Introduction to Mathematical Statistics,"CHRISTOU, NICOLAS"
23W,STATS  ,100B    ,P  ,1,42,Introduction to Mathematical Statistics,"CHRISTOU, NICOLAS"
23W,STATS  ,100B    ,A+ ,1,51,Introduction to Mathematical Statistics,"MADRID PADILLA, OSCAR HERNAN"
23W,STATS  ,100B    ,A  ,14,51,Introduction to Mathematical Statistics,"MADRID PADILLA, OSCAR HERNAN"
23W,STATS  ,100B    ,A- ,3,51,Introduction to Mathematical Statistics,"MADRID PADILLA, OSCAR HERNAN"
23W,STATS  ,100B    ,B+ ,11,51,Introduction to Mathematical Statistics,"MADRID PADILLA, OSCAR HERNAN"
23W,STATS  ,100B    ,B  ,6,51,Introduction to Mathematical Statistics,"MADRID PADILLA, OSCAR HERNAN"
23W,STATS  ,100B    ,B- ,10,51,Introduction to Mathematical Statistics,"MADRID PADILLA, OSCAR HERNAN"
23W,STATS  ,100B    ,C+ ,4,51,Introduction to Mathematical Statistics,"MADRID PADILLA, OSCAR HERNAN"
23W,STATS  ,100B    ,C  ,1,51,Introduction to Mathematical Statistics,"MADRID PADILLA, OSCAR HERNAN"
23W,STATS  ,100B    ,D+ ,1,51,Introduction to Mathematical Statistics,"MADRID PADILLA, OSCAR HERNAN"
23W,STATS  ,100B    ,A+ ,4,34,Introduction to Mathematical Statistics,"LI, KER-CHAU"
23W,STATS  ,100B    ,A  ,4,34,Introduction to Mathematical Statistics,"LI, KER-CHAU"
23W,STATS  ,100B    ,A- ,5,34,Introduction to Mathematical Statistics,"LI, KER-CHAU"
23W,STATS  ,100B    ,B+ ,2,34,Introduction to Mathematical Statistics,"LI, KER-CHAU"
23W,STATS  ,100B    ,B  ,5,34,Introduction to Mathematical Statistics,"LI, KER-CHAU"
23W,STATS  ,100B    ,B- ,3,34,Introduction to Mathematical Statistics,"LI, KER-CHAU"
23W,STATS  ,100B    ,C+ ,5,34,Introduction to Mathematical Statistics,"LI, KER-CHAU"
23W,STATS  ,100B    ,C  ,2,34,Introduction to Mathematical Statistics,"LI, KER-CHAU"
23W,STATS  ,100B    ,C- ,2,34,Introduction to Mathematical Statistics,"LI, KER-CHAU"
23W,STATS  ,100B    ,D+ ,1,34,Introduction to Mathematical Statistics,"LI, KER-CHAU"
23W,STATS  ,100B    ,F  ,1,34,Introduction to Mathematical Statistics,"LI, KER-CHAU"
23W,STATS  ,101A    ,A+ ,27,81,Introduction to Data Analysis and Regression,"CHA, MARIA"
23W,STATS  ,101A    ,A  ,19,81,Introduction to Data Analysis and Regression,"CHA, MARIA"
23W,STATS  ,101A    ,A- ,17,81,Introduction to Data Analysis and Regression,"CHA, MARIA"
23W,STATS  ,101A    ,B+ ,5,81,Introduction to Data Analysis and Regression,"CHA, MARIA"
23W,STATS  ,101A    ,B  ,7,81,Introduction to Data Analysis and Regression,"CHA, MARIA"
23W,STATS  ,101A    ,B- ,1,81,Introduction to Data Analysis and Regression,"CHA, MARIA"
23W,STATS  ,101A    ,C+ ,2,81,Introduction to Data Analysis and Regression,"CHA, MARIA"
23W,STATS  ,101A    ,C  ,2,81,Introduction to Data Analysis and Regression,"CHA, MARIA"
23W,STATS  ,101A    ,F  ,1,81,Introduction to Data Analysis and Regression,"CHA, MARIA"
23W,STATS  ,101A    ,A+ ,17,79,Introduction to Data Analysis and Regression,"CHA, MARIA"
23W,STATS  ,101A    ,A  ,22,79,Introduction to Data Analysis and Regression,"CHA, MARIA"
23W,STATS  ,101A    ,A- ,20,79,Introduction to Data Analysis and Regression,"CHA, MARIA"
23W,STATS  ,101A    ,B+ ,6,79,Introduction to Data Analysis and Regression,"CHA, MARIA"
23W,STATS  ,101A    ,B  ,7,79,Introduction to Data Analysis and Regression,"CHA, MARIA"
23W,STATS  ,101A    ,B- ,4,79,Introduction to Data Analysis and Regression,"CHA, MARIA"
23W,STATS  ,101A    ,C+ ,1,79,Introduction to Data Analysis and Regression,"CHA, MARIA"
23W,STATS  ,101A    ,D  ,1,79,Introduction to Data Analysis and Regression,"CHA, MARIA"
23W,STATS  ,101A    ,NP ,1,79,Introduction to Data Analysis and Regression,"CHA, MARIA"
23W,STATS  ,101A    ,A+ ,6,80,Introduction to Data Analysis and Regression,"ZANONTIAN, LINDA ANIA"
23W,STATS  ,101A    ,A  ,40,80,Introduction to Data Analysis and Regression,"ZANONTIAN, LINDA ANIA"
23W,STATS  ,101A    ,A- ,18,80,Introduction to Data Analysis and Regression,"ZANONTIAN, LINDA ANIA"
23W,STATS  ,101A    ,B+ ,9,80,Introduction to Data Analysis and Regression,"ZANONTIAN, LINDA ANIA"
23W,STATS  ,101A    ,B  ,3,80,Introduction to Data Analysis and Regression,"ZANONTIAN, LINDA ANIA"
23W,STATS  ,101A    ,B- ,2,80,Introduction to Data Analysis and Regression,"ZANONTIAN, LINDA ANIA"
23W,STATS  ,101A    ,C  ,1,80,Introduction to Data Analysis and Regression,"ZANONTIAN, LINDA ANIA"
23W,STATS  ,101A    ,F  ,1,80,Introduction to Data Analysis and Regression,"ZANONTIAN, LINDA ANIA"
23W,STATS  ,101A    ,A+ ,6,82,Introduction to Data Analysis and Regression,"ZANONTIAN, LINDA ANIA"
23W,STATS  ,101A    ,A  ,43,82,Introduction to Data Analysis and Regression,"ZANONTIAN, LINDA ANIA"
23W,STATS  ,101A    ,A- ,13,82,Introduction to Data Analysis and Regression,"ZANONTIAN, LINDA ANIA"
23W,STATS  ,101A    ,B+ ,10,82,Introduction to Data Analysis and Regression,"ZANONTIAN, LINDA ANIA"
23W,STATS  ,101A    ,B  ,3,82,Introduction to Data Analysis and Regression,"ZANONTIAN, LINDA ANIA"
23W,STATS  ,101A    ,B- ,3,82,Introduction to Data Analysis and Regression,"ZANONTIAN, LINDA ANIA"
23W,STATS  ,101A    ,C  ,2,82,Introduction to Data Analysis and Regression,"ZANONTIAN, LINDA ANIA"
23W,STATS  ,101A    ,F  ,1,82,Introduction to Data Analysis and Regression,"ZANONTIAN, LINDA ANIA"
23W,STATS  ,101A    ,I  ,1,82,Introduction to Data Analysis and Regression,"ZANONTIAN, LINDA ANIA"
23W,STATS  ,102A    ,A+ ,8,83,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
23W,STATS  ,102A    ,A  ,35,83,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
23W,STATS  ,102A    ,A- ,12,83,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
23W,STATS  ,102A    ,B+ ,2,83,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
23W,STATS  ,102A    ,B  ,7,83,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
23W,STATS  ,102A    ,B- ,3,83,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
23W,STATS  ,102A    ,C+ ,4,83,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
23W,STATS  ,102A    ,C  ,6,83,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
23W,STATS  ,102A    ,C- ,2,83,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
23W,STATS  ,102A    ,D  ,2,83,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
23W,STATS  ,102A    ,F  ,1,83,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
23W,STATS  ,102A    ,I  ,1,83,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
23W,STATS  ,102A    ,A+ ,5,81,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
23W,STATS  ,102A    ,A  ,37,81,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
23W,STATS  ,102A    ,A- ,10,81,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
23W,STATS  ,102A    ,B+ ,8,81,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
23W,STATS  ,102A    ,B  ,6,81,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
23W,STATS  ,102A    ,B- ,4,81,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
23W,STATS  ,102A    ,C+ ,3,81,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
23W,STATS  ,102A    ,C  ,4,81,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
23W,STATS  ,102A    ,D  ,1,81,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
23W,STATS  ,102A    ,F  ,1,81,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
23W,STATS  ,102A    ,I  ,2,81,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
23W,STATS  ,102A    ,A  ,21,77,Introduction to Computational Statistics with R,"WU, GUANI"
23W,STATS  ,102A    ,A- ,8,77,Introduction to Computational Statistics with R,"WU, GUANI"
23W,STATS  ,102A    ,B+ ,9,77,Introduction to Computational Statistics with R,"WU, GUANI"
23W,STATS  ,102A    ,B  ,7,77,Introduction to Computational Statistics with R,"WU, GUANI"
23W,STATS  ,102A    ,B- ,11,77,Introduction to Computational Statistics with R,"WU, GUANI"
23W,STATS  ,102A    ,C+ ,9,77,Introduction to Computational Statistics with R,"WU, GUANI"
23W,STATS  ,102A    ,C  ,3,77,Introduction to Computational Statistics with R,"WU, GUANI"
23W,STATS  ,102A    ,C- ,3,77,Introduction to Computational Statistics with R,"WU, GUANI"
23W,STATS  ,102A    ,D+ ,3,77,Introduction to Computational Statistics with R,"WU, GUANI"
23W,STATS  ,102A    ,D  ,2,77,Introduction to Computational Statistics with R,"WU, GUANI"
23W,STATS  ,102A    ,D- ,1,77,Introduction to Computational Statistics with R,"WU, GUANI"
23W,STATS  ,102A    ,A  ,19,73,Introduction to Computational Statistics with R,"WU, GUANI"
23W,STATS  ,102A    ,A- ,7,73,Introduction to Computational Statistics with R,"WU, GUANI"
23W,STATS  ,102A    ,B+ ,10,73,Introduction to Computational Statistics with R,"WU, GUANI"
23W,STATS  ,102A    ,B  ,6,73,Introduction to Computational Statistics with R,"WU, GUANI"
23W,STATS  ,102A    ,B- ,13,73,Introduction to Computational Statistics with R,"WU, GUANI"
23W,STATS  ,102A    ,C+ ,7,73,Introduction to Computational Statistics with R,"WU, GUANI"
23W,STATS  ,102A    ,C  ,5,73,Introduction to Computational Statistics with R,"WU, GUANI"
23W,STATS  ,102A    ,D  ,2,73,Introduction to Computational Statistics with R,"WU, GUANI"
23W,STATS  ,102A    ,D- ,2,73,Introduction to Computational Statistics with R,"WU, GUANI"
23W,STATS  ,102A    ,NP ,1,73,Introduction to Computational Statistics with R,"WU, GUANI"
23W,STATS  ,102A    ,P  ,1,73,Introduction to Computational Statistics with R,"WU, GUANI"
23W,STATS  ,140XP   ,IP ,45,45,Practice of Statistical Consulting,"LEW, VIVIAN"
23W,STATS  ,140XP   ,A  ,1,41,Practice of Statistical Consulting,"LEW, VIVIAN"
23W,STATS  ,140XP   ,IP ,40,41,Practice of Statistical Consulting,"LEW, VIVIAN"
23W,STATS  ,141XP   ,A+ ,1,23,Practice of Statistical Consulting,"ESFANDIARI, MARYAM MAHTASH"
23W,STATS  ,141XP   ,A  ,18,23,Practice of Statistical Consulting,"ESFANDIARI, MARYAM MAHTASH"
23W,STATS  ,141XP   ,A- ,1,23,Practice of Statistical Consulting,"ESFANDIARI, MARYAM MAHTASH"
23W,STATS  ,141XP   ,B+ ,2,23,Practice of Statistical Consulting,"ESFANDIARI, MARYAM MAHTASH"
23W,STATS  ,141XP   ,B  ,1,23,Practice of Statistical Consulting,"ESFANDIARI, MARYAM MAHTASH"
23W,STATS  ,141XP   ,A+ ,1,26,Practice of Statistical Consulting,"ESFANDIARI, MARYAM MAHTASH"
23W,STATS  ,141XP   ,A  ,19,26,Practice of Statistical Consulting,"ESFANDIARI, MARYAM MAHTASH"
23W,STATS  ,141XP   ,A- ,3,26,Practice of Statistical Consulting,"ESFANDIARI, MARYAM MAHTASH"
23W,STATS  ,141XP   ,B+ ,3,26,Practice of Statistical Consulting,"ESFANDIARI, MARYAM MAHTASH"
23W,STATS  ,141XP   ,A+ ,8,27,Practice of Statistical Consulting,"ZES, DAVID ANTHONY"
23W,STATS  ,141XP   ,A  ,18,27,Practice of Statistical Consulting,"ZES, DAVID ANTHONY"
23W,STATS  ,141XP   ,A- ,1,27,Practice of Statistical Consulting,"ZES, DAVID ANTHONY"
23W,STATS  ,141XP   ,A+ ,8,28,Practice of Statistical Consulting,"ZES, DAVID ANTHONY"
23W,STATS  ,141XP   ,A  ,19,28,Practice of Statistical Consulting,"ZES, DAVID ANTHONY"
23W,STATS  ,141XP   ,A- ,1,28,Practice of Statistical Consulting,"ZES, DAVID ANTHONY"
23W,STATS  ,147     ,A+ ,1,52,Data Technologies for Data Scientists,"TSIANG, MICHAEL"
23W,STATS  ,147     ,A  ,51,52,Data Technologies for Data Scientists,"TSIANG, MICHAEL"
23W,STATS  ,C161    ,A+ ,5,27,Introduction to Pattern Recognition and Machine Learning,"AMINI, ARASH ALI"
23W,STATS  ,C161    ,A  ,15,27,Introduction to Pattern Recognition and Machine Learning,"AMINI, ARASH ALI"
23W,STATS  ,C161    ,A- ,3,27,Introduction to Pattern Recognition and Machine Learning,"AMINI, ARASH ALI"
23W,STATS  ,C161    ,B+ ,1,27,Introduction to Pattern Recognition and Machine Learning,"AMINI, ARASH ALI"
23W,STATS  ,C161    ,B  ,1,27,Introduction to Pattern Recognition and Machine Learning,"AMINI, ARASH ALI"
23W,STATS  ,C161    ,D  ,1,27,Introduction to Pattern Recognition and Machine Learning,"AMINI, ARASH ALI"
23W,STATS  ,C161    ,NP ,1,27,Introduction to Pattern Recognition and Machine Learning,"AMINI, ARASH ALI"
23W,STATS  ,184     ,A  ,52,56,Societal Impacts of Data,"HANDCOCK, MARK S"
23W,STATS  ,184     ,B+ ,1,56,Societal Impacts of Data,"HANDCOCK, MARK S"
23W,STATS  ,184     ,B  ,3,56,Societal Impacts of Data,"HANDCOCK, MARK S"
23W,STATS  ,200B    ,A+ ,9,37,Theoretical Statistics,"AMINI, ARASH ALI"
23W,STATS  ,200B    ,A  ,14,37,Theoretical Statistics,"AMINI, ARASH ALI"
23W,STATS  ,200B    ,A- ,6,37,Theoretical Statistics,"AMINI, ARASH ALI"
23W,STATS  ,200B    ,B+ ,5,37,Theoretical Statistics,"AMINI, ARASH ALI"
23W,STATS  ,200B    ,B  ,2,37,Theoretical Statistics,"AMINI, ARASH ALI"
23W,STATS  ,200B    ,C  ,1,37,Theoretical Statistics,"AMINI, ARASH ALI"
23W,STATS  ,201B    ,A+ ,4,35,Statistical Modeling and Learning,"DAI, XIAOWU"
23W,STATS  ,201B    ,A  ,30,35,Statistical Modeling and Learning,"DAI, XIAOWU"
23W,STATS  ,201B    ,A- ,1,35,Statistical Modeling and Learning,"DAI, XIAOWU"
23W,STATS  ,202B    ,A  ,13,30,Matrix Algebra and Optimization,"MICHAILIDIS, GEORGE"
23W,STATS  ,202B    ,A- ,12,30,Matrix Algebra and Optimization,"MICHAILIDIS, GEORGE"
23W,STATS  ,202B    ,B+ ,5,30,Matrix Algebra and Optimization,"MICHAILIDIS, GEORGE"
23W,STATS  ,211     ,A+ ,5,21,Topics in Economics and Machine Learning,"DAI, XIAOWU"
23W,STATS  ,211     ,A  ,16,21,Topics in Economics and Machine Learning,"DAI, XIAOWU"
23W,STATS  ,212     ,A+ ,1,25,Graphical Models,"ZHOU, QING"
23W,STATS  ,212     ,A  ,18,25,Graphical Models,"ZHOU, QING"
23W,STATS  ,212     ,A- ,3,25,Graphical Models,"ZHOU, QING"
23W,STATS  ,212     ,B+ ,2,25,Graphical Models,"ZHOU, QING"
23W,STATS  ,212     ,S  ,1,25,Graphical Models,"ZHOU, QING"
23W,STATS  ,M231A   ,A+ ,7,36,Pattern Recognition and Machine Learning,"WU, YINGNIAN"
23W,STATS  ,M231A   ,A  ,28,36,Pattern Recognition and Machine Learning,"WU, YINGNIAN"
23W,STATS  ,M231A   ,S  ,1,36,Pattern Recognition and Machine Learning,"WU, YINGNIAN"
23W,STATS  ,290     ,S  ,78,78,Current Literature in Statistics,"HAZLETT, CHAD J"
23W,STATS  ,403     ,A  ,20,39,Mathematical Statistics,"CHRISTOU, NICOLAS"
23W,STATS  ,403     ,A- ,12,39,Mathematical Statistics,"CHRISTOU, NICOLAS"
23W,STATS  ,403     ,B+ ,5,39,Mathematical Statistics,"CHRISTOU, NICOLAS"
23W,STATS  ,403     ,I  ,2,39,Mathematical Statistics,"CHRISTOU, NICOLAS"
23W,STATS  ,404     ,A+ ,2,36,Statistical Computing and Programming,"TSIANG, MICHAEL"
23W,STATS  ,404     ,A  ,29,36,Statistical Computing and Programming,"TSIANG, MICHAEL"
23W,STATS  ,404     ,A- ,3,36,Statistical Computing and Programming,"TSIANG, MICHAEL"
23W,STATS  ,404     ,I  ,2,36,Statistical Computing and Programming,"TSIANG, MICHAEL"
23W,STATS  ,412     ,A  ,10,17,Advanced Regression and Predictive Modeling,"WU, GUANI"
23W,STATS  ,412     ,A- ,3,17,Advanced Regression and Predictive Modeling,"WU, GUANI"
23W,STATS  ,412     ,B+ ,2,17,Advanced Regression and Predictive Modeling,"WU, GUANI"
23W,STATS  ,412     ,B  ,1,17,Advanced Regression and Predictive Modeling,"WU, GUANI"
23W,STATS  ,412     ,B- ,1,17,Advanced Regression and Predictive Modeling,"WU, GUANI"
23S,STATS  ,10      ,A+ ,40,151,Introduction to Statistical Reasoning,"CHA, MARIA"
23S,STATS  ,10      ,A  ,16,151,Introduction to Statistical Reasoning,"CHA, MARIA"
23S,STATS  ,10      ,A- ,24,151,Introduction to Statistical Reasoning,"CHA, MARIA"
23S,STATS  ,10      ,B+ ,13,151,Introduction to Statistical Reasoning,"CHA, MARIA"
23S,STATS  ,10      ,B  ,16,151,Introduction to Statistical Reasoning,"CHA, MARIA"
23S,STATS  ,10      ,B- ,17,151,Introduction to Statistical Reasoning,"CHA, MARIA"
23S,STATS  ,10      ,C+ ,13,151,Introduction to Statistical Reasoning,"CHA, MARIA"
23S,STATS  ,10      ,C  ,5,151,Introduction to Statistical Reasoning,"CHA, MARIA"
23S,STATS  ,10      ,C- ,4,151,Introduction to Statistical Reasoning,"CHA, MARIA"
23S,STATS  ,10      ,D- ,1,151,Introduction to Statistical Reasoning,"CHA, MARIA"
23S,STATS  ,10      ,F  ,1,151,Introduction to Statistical Reasoning,"CHA, MARIA"
23S,STATS  ,10      ,P  ,1,151,Introduction to Statistical Reasoning,"CHA, MARIA"
23S,STATS  ,10      ,A+ ,13,138,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,A  ,44,138,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,A- ,14,138,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,B+ ,12,138,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,B  ,8,138,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,B- ,3,138,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,C+ ,12,138,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,C  ,10,138,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,C- ,1,138,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,D+ ,2,138,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,D  ,4,138,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,F  ,11,138,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,NP ,1,138,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,P  ,3,138,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,A+ ,24,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,A  ,39,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,A- ,20,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,B+ ,9,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,B  ,11,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,B- ,13,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,C+ ,7,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,C  ,2,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,C- ,3,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,D+ ,1,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,D  ,3,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,F  ,4,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,I  ,1,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,NP ,2,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,P  ,2,141,Introduction to Statistical Reasoning,"WANG, BINGLING"
23S,STATS  ,10      ,A+ ,24,147,Introduction to Statistical Reasoning,"ZES, DAVID ANTHONY"
23S,STATS  ,10      ,A  ,91,147,Introduction to Statistical Reasoning,"ZES, DAVID ANTHONY"
23S,STATS  ,10      ,A- ,10,147,Introduction to Statistical Reasoning,"ZES, DAVID ANTHONY"
23S,STATS  ,10      ,B+ ,4,147,Introduction to Statistical Reasoning,"ZES, DAVID ANTHONY"
23S,STATS  ,10      ,B  ,4,147,Introduction to Statistical Reasoning,"ZES, DAVID ANTHONY"
23S,STATS  ,10      ,B- ,2,147,Introduction to Statistical Reasoning,"ZES, DAVID ANTHONY"
23S,STATS  ,10      ,C+ ,1,147,Introduction to Statistical Reasoning,"ZES, DAVID ANTHONY"
23S,STATS  ,10      ,C  ,3,147,Introduction to Statistical Reasoning,"ZES, DAVID ANTHONY"
23S,STATS  ,10      ,F  ,3,147,Introduction to Statistical Reasoning,"ZES, DAVID ANTHONY"
23S,STATS  ,10      ,I  ,3,147,Introduction to Statistical Reasoning,"ZES, DAVID ANTHONY"
23S,STATS  ,10      ,NP ,1,147,Introduction to Statistical Reasoning,"ZES, DAVID ANTHONY"
23S,STATS  ,10      ,P  ,1,147,Introduction to Statistical Reasoning,"ZES, DAVID ANTHONY"
23S,STATS  ,13      ,A+ ,3,76,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
23S,STATS  ,13      ,A  ,30,76,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
23S,STATS  ,13      ,A- ,8,76,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
23S,STATS  ,13      ,B+ ,13,76,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
23S,STATS  ,13      ,B  ,11,76,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
23S,STATS  ,13      ,B- ,4,76,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
23S,STATS  ,13      ,C+ ,4,76,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
23S,STATS  ,13      ,C  ,2,76,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
